ID;LATITUDE;LONGITUDE;Mun/UF;MUNICIPIO;UF;Valor
39;-9,12;-37,6;CANAPI - AL;CANAPI;AL;111852,944810996
40;-9,4;-36,07;CAPELA - AL;CAPELA;AL;139295,546180913
41;-9,48;-37,37;CARNEIROS - AL;CARNEIROS;AL;37924,7036504966
42;-9,25;-36,29;CHA PRETA - AL;CHA PRETA;AL;47759,9379930426
43;-9,63;-36,57;COITE DO NOIA - AL;COITE DO NOIA;AL;65066,0495493524
44;-8,9;-35,72;COLONIA LEOPOLDINA - AL;COLONIA LEOPOLDINA;AL;117899,274805074
45;-9,63;-35,8;COQUEIRO SECO - AL;COQUEIRO SECO;AL;34157,95789182
46;-10,12;-36,17;CORURIPE - AL;CORURIPE;AL;292231,013880478
47;-9,61;-36,76;CRAIBAS - AL;CRAIBAS;AL;117417,893359128
48;-9,38;-37,99;DELMIRO GOUVEIA - AL;DELMIRO GOUVEIA;AL;245993,540798537
49;-9,39;-37,1;DOIS RIACHOS - AL;DOIS RIACHOS;AL;71876,6359753522
50;-9,39;-36,76;ESTRELA DE ALAGOAS - AL;ESTRELA DE ALAGOAS;AL;104154,585189814
51;-9,9;-36,67;FEIRA GRANDE - AL;FEIRA GRANDE;AL;126279,559582946
52;-10,29;-36,3;FELIZ DESERTO - AL;FELIZ DESERTO;AL;25815,5042284606
53;-9,27;-35,71;FLEXEIRAS - AL;FLEXEIRAS;AL;76177,3896973174
54;-9,88;-36,82;GIRAU DO PONCIANO - AL;GIRAU DO PONCIANO;AL;181129,173492463
55;-8,97;-35,93;IBATEGUARA - AL;IBATEGUARA;AL;97377,4485562159
56;-9,53;-36,63;IGACI - AL;IGACI;AL;153070,716341325
57;-10,12;-36,66;IGREJA NOVA - AL;IGREJA NOVA;AL;134319,862231088
58;-9,21;-37,75;INHAPI - AL;INHAPI;AL;98409,7120521173
59;-9,63;-37,2;JACARE DOS HOMENS - AL;JACARE DOS HOMENS;AL;31871,4538065129
60;-8,84;-35,46;JACUIPE - AL;JACUIPE;AL;46227,5452957745
61;-9,08;-35,25;JAPARATINGA - AL;JAPARATINGA;AL;41056,4987469544
62;-9,65;-37;JARAMATAIA - AL;JARAMATAIA;AL;31131,7122358244
63;-9,13;-35,74;JOAQUIM GOMES - AL;JOAQUIM GOMES;AL;128297,070927534
64;-8,93;-35,57;JUNDIA - AL;JUNDIA;AL;28772,1231992581
65;-9,92;-36,47;JUNQUEIRO - AL;JUNQUEIRO;AL;142524,601758987
66;-9,83;-36,73;LAGOA DA CANOA - AL;LAGOA DA CANOA;AL;115758,754513684
67;-9,74;-36,5;LIMOEIRO DE ANADIA - AL;LIMOEIRO DE ANADIA;AL;122008,735731621
68;-9,66;-35,73;MACEIO - AL;MACEIO;AL;723230
69;-9,53;-36,98;MAJOR ISIDORO - AL;MAJOR ISIDORO;AL;115410,284907173
70;-9,44;-36,38;MAR VERMELHO - AL;MAR VERMELHO;AL;29782,2317030632
71;-9,01;-35,22;MARAGOGI - AL;MARAGOGI;AL;101743,640439085
72;-9,23;-37,35;MARAVILHA - AL;MARAVILHA;AL;86998,2285608242
73;-9,71;-35,89;MARECHAL DEODORO - AL;MARECHAL DEODORO;AL;175330,491464176
74;-9,57;-36,3;MARIBONDO - AL;MARIBONDO;AL;88605,3643898045
75;-9,11;-37,73;MATA GRANDE - AL;MATA GRANDE;AL;167555,576039202
76;-9,15;-35,53;MATRIZ DE CAMARAGIBE - AL;MATRIZ DE CAMARAGIBE;AL;142500,623200222
77;-9,38;-35,84;MESSIAS - AL;MESSIAS;AL;70701,9956208859
78;-9,3;-36,86;MINADOR DO NEGRAO - AL;MINADOR DO NEGRAO;AL;32898,4740103059
79;-9,6;-37,24;MONTEIROPOLIS - AL;MONTEIROPOLIS;AL;42542,2874218638
80;-9,3;-35,94;MURICI - AL;MURICI;AL;142537,851335675
81;-8,91;-35,64;NOVO LINO - AL;NOVO LINO;AL;71238,2799465626
82;-9,53;-37,29;OLHO D'AGUA DAS FLORES - AL;OLHO D'AGUA DAS FLORES;AL;112223,263039611
83;-9,5;-37,83;OLHO D'AGUA DO CASADO - AL;OLHO D'AGUA DO CASADO;AL;41443,887987717
84;-10,05;-36,81;OLHO D'AGUA GRANDE - AL;OLHO D'AGUA GRANDE;AL;27696,5915580723
85;-9,51;-37,19;OLIVENCA - AL;OLIVENCA;AL;64589,4062928636
86;-9,16;-37,35;OURO BRANCO - AL;OURO BRANCO;AL;61094,5906551579
87;-9,67;-37,32;PALESTINA - AL;PALESTINA;AL;26919,9835744537
88;-9,4;-36,62;PALMEIRA DOS INDIOS - AL;PALMEIRA DOS INDIOS;AL;421030,249201659
89;-9,74;-37,43;PAO DE ACUCAR - AL;PAO DE ACUCAR;AL;162527,120295308
90;-9,25;-38;PARICONHA - AL;PARICONHA;AL;56773,8688993988
91;-9,46;-35,55;PARIPUEIRA - AL;PARIPUEIRA;AL;43322,2328521169
92;-9,23;-35,49;PASSO DE CAMARAGIBE - AL;PASSO DE CAMARAGIBE;AL;92366,2763271251
93;-9,36;-36,37;PAULO JACINTO - AL;PAULO JACINTO;AL;61136,2719431764
94;-10,29;-36,58;PENEDO - AL;PENEDO;AL;374739,211099338
95;-10,4;-36,43;PIACABUCU - AL;PIACABUCU;AL;98727,075093472
96;-9,59;-35,95;PILAR - AL;PILAR;AL;209352,668521279
97;-9,47;-36,29;PINDOBA - AL;PINDOBA;AL;21063,6937392021
98;-9,62;-37,75;PIRANHAS - AL;PIRANHAS;AL;133323,354969743
99;-9,31;-37,28;POCO DAS TRINCHEIRAS - AL;POCO DAS TRINCHEIRAS;AL;74023,357551399
100;-9,04;-35,39;PORTO CALVO - AL;PORTO CALVO;AL;162082,685616038
101;-9,15;-35,29;PORTO DE PEDRAS - AL;PORTO DE PEDRAS;AL;69601,3278635697
102;-10,18;-36,84;PORTO REAL DO COLEGIO - AL;PORTO REAL DO COLEGIO;AL;115353,912571189
103;-9,31;-36,47;QUEBRANGULO - AL;QUEBRANGULO;AL;79447,9992500786
104;-9,47;-35,85;RIO LARGO - AL;RIO LARGO;AL;404505,72629757
105;-9,83;-35,97;ROTEIRO - AL;ROTEIRO;AL;44231,415998578
106;-9,6;-35,82;SANTA LUZIA DO NORTE - AL;SANTA LUZIA DO NORTE;AL;39357,2968225817
107;-9,37;-37,24;SANTANA DO IPANEMA - AL;SANTANA DO IPANEMA;AL;236584,989401507
108;-9,16;-36,22;SANTANA DO MUNDAU - AL;SANTANA DO MUNDAU;AL;79044,749014965
109;-10,12;-36,9;SAO BRAS - AL;SAO BRAS;AL;43749,941627183
110;-9,01;-36,05;SAO JOSE DA LAJE - AL;SAO JOSE DA LAJE;AL;145856,818794411
111;-9,55;-37,38;SAO JOSE DA TAPERA - AL;SAO JOSE DA TAPERA;AL;177578,301402831
112;-9,31;-35,56;SAO LUIS DO QUITUNDE - AL;SAO LUIS DO QUITUNDE;AL;215025,888920905
113;-9,78;-36,09;SAO MIGUEL DOS CAMPOS - AL;SAO MIGUEL DOS CAMPOS;AL;327467,806466412
114;-9,26;-35,37;SAO MIGUEL DOS MILAGRES - AL;SAO MIGUEL DOS MILAGRES;AL;36363,5465678792
115;-9,93;-36,55;SAO SEBASTIAO - AL;SAO SEBASTIAO;AL;170897,162203456
116;-9,56;-35,82;SATUBA - AL;SATUBA;AL;68602,2556622943
117;-9,35;-37,5;SENADOR RUI PALMEIRA - AL;SENADOR RUI PALMEIRA;AL;54986,9990203581
118;-9,53;-36,43;TANQUE D'ARCA - AL;TANQUE D'ARCA;AL;47870,3353020142
119;-9,64;-36,49;TAQUARANA - AL;TAQUARANA;AL;119104,633242343
120;-9,9;-36,35;TEOTONIO VILELA - AL;TEOTONIO VILELA;AL;224462,598952844
121;-9,97;-37;TRAIPU - AL;TRAIPU;AL;150998,96996791
122;-9,16;-36,03;UNIAO DOS PALMARES - AL;UNIAO DOS PALMARES;AL;337860,875524463
123;-9,37;-36,24;VICOSA - AL;VICOSA;AL;169476,520365451
124;-3,22;-64,8;ALVARAES - AM;ALVARAES;AM;82600,6467999915
125;-3,36;-68,19;AMATURA - AM;AMATURA;AM;40856,1687229808
126;-3,58;-61,4;ANAMA - AM;ANAMA;AM;46517,3975298045
127;-3,77;-61,64;ANORI - AM;ANORI;AM;71442,0830353448
128;-7,19;-59,89;APUI - AM;APUI;AM;76619,9518797062
129;-4,37;-70,19;ATALAIA DO NORTE - AM;ATALAIA DO NORTE;AM;52195,0308534382
130;-3,58;-59,13;AUTAZES - AM;AUTAZES;AM;161207,778146302
131;-0,97;-62,92;BARCELOS - AM;BARCELOS;AM;102560,108773124
132;-2,79;-57,07;BARREIRINHA - AM;BARREIRINHA;AM;126431,788238226
133;-4,38;-70,03;BENJAMIN CONSTANT - AM;BENJAMIN CONSTANT;AM;148515,081190151
134;-3,89;-61,37;BERURI - AM;BERURI;AM;61613,9493719339
135;-2,97;-57,59;BOA VISTA DO RAMOS - AM;BOA VISTA DO RAMOS;AM;54480,6961856761
136;-8,75;-67,39;BOCA DO ACRE - AM;BOCA DO ACRE;AM;169288,632781141
137;-4,38;-59,59;BORBA - AM;BORBA;AM;154129,05914613
138;-3,32;-61,2;CAAPIRANGA - AM;CAAPIRANGA;AM;42600,0268370896
139;-6,53;-64,38;CANUTAMA - AM;CANUTAMA;AM;50677,7164948906
140;-4,88;-66,89;CARAUARI - AM;CARAUARI;AM;140714,186495456
141;-3,76;-60,36;CAREIRO - AM;CAREIRO;AM;115025,998829858
142;-3,22;-59,82;CAREIRO DA VARZEA - AM;CAREIRO DA VARZEA;AM;117442,577308368
143;-4,08;-63,14;COARI - AM;COARI;AM;339396,018080629
144;-3,83;-62,05;CODAJAS - AM;CODAJAS;AM;97661,1697654805
145;-6,66;-69,87;EIRUNEPE - AM;EIRUNEPE;AM;159931,698800098
146;-7,43;-70,02;ENVIRA - AM;ENVIRA;AM;124787,154718737
147;-2,51;-66,09;FONTE BOA - AM;FONTE BOA;AM;147295,394118005
148;-7,54;-72,58;GUAJARA - AM;GUAJARA;AM;69741,0967357877
149;-7,5;-63,02;HUMAITA - AM;HUMAITA;AM;177504,455595155
150;-7,05;-71,69;IPIXUNA - AM;IPIXUNA;AM;68611,1569123447
151;-3,28;-60,18;IRANDUBA - AM;IRANDUBA;AM;169138,221602347
152;-3,14;-58,44;ITACOATIARA - AM;ITACOATIARA;AM;428526,008245671
153;-6,42;-68,25;ITAMARATI - AM;ITAMARATI;AM;49869,4191740671
154;-2,74;-58,02;ITAPIRANGA - AM;ITAPIRANGA;AM;42114,7246360781
155;-1,82;-66,59;JAPURA - AM;JAPURA;AM;43249,255277944
156;-3,48;-66,06;JURUA - AM;JURUA;AM;29024,9808995714
157;-2,74;-66,76;JUTAI - AM;JUTAI;AM;134622,731756498
158;-7,25;-64,79;LABREA - AM;LABREA;AM;185192,80258581
159;-3,3;-60,62;MANACAPURU - AM;MANACAPURU;AM;444701,491253576
160;-3,42;-60,45;MANAQUIRI - AM;MANAQUIRI;AM;107501,957709117
161;-3,1;-60,02;MANAUS - AM;MANAUS;AM;1157357
162;-5,8;-61,3;MANICORE - AM;MANICORE;AM;253224,873459914
163;-1,85;-65,58;MARAA - AM;MARAA;AM;86837,315732308
164;-3,38;-57,71;MAUES - AM;MAUES;AM;235201,782795889
165;-2,18;-56,71;NHAMUNDA - AM;NHAMUNDA;AM;97000,4277679775
166;-3,88;-59,09;NOVA OLINDA DO NORTE - AM;NOVA OLINDA DO NORTE;AM;124659,699811513
167;-2,62;-60,94;NOVO AIRAO - AM;NOVO AIRAO;AM;90626,5085479566
168;-5,12;-60,38;NOVO ARIPUANA - AM;NOVO ARIPUANA;AM;95633,857026914
169;-2,62;-56,73;PARINTINS - AM;PARINTINS;AM;463351,48740893
170;-7,71;-66,97;PAUINI - AM;PAUINI;AM;126534,50572281
171;-2,03;-60,02;PRESIDENTE FIGUEIREDO - AM;PRESIDENTE FIGUEIREDO;AM;66940,1113739611
172;-2,69;-59,7;RIO PRETO DA EVA - AM;RIO PRETO DA EVA;AM;62170,8620406691
173;-0,41;-65,01;SANTA ISABEL DO RIO NEGRO - AM;SANTA ISABEL DO RIO NEGRO;AM;77986,2804319754
174;-3,1;-67,94;SANTO ANTONIO DO ICA - AM;SANTO ANTONIO DO ICA;AM;153975,738885928
175;-0,13;-67,08;SAO GABRIEL DA CACHOEIRA - AM;SAO GABRIEL DA CACHOEIRA;AM;185850,677607338
176;-3,37;-68,87;SAO PAULO DE OLIVENCA - AM;SAO PAULO DE OLIVENCA;AM;125219,55889353
177;-2,57;-57,87;SAO SEBASTIAO DO UATUMA - AM;SAO SEBASTIAO DO UATUMA;AM;39142,0509059486
178;-2,83;-58,2;SILVES - AM;SILVES;AM;40719,003462241
179;-4,25;-69,93;TABATINGA - AM;TABATINGA;AM;221113,991383076
180;-5,62;-63,18;TAPAUA - AM;TAPAUA;AM;112793,976302298
181;-3,35;-64,71;TEFE - AM;TEFE;AM;392307,156675141
182;-2,87;-67,8;TONANTINS - AM;TONANTINS;AM;93289,3283882512
183;-2,99;-65,1;UARINI - AM;UARINI;AM;68627,0534930155
184;-2,53;-57,76;URUCARA - AM;URUCARA;AM;109671,670176774
185;-3,13;-58,15;URUCURITUBA - AM;URUCURITUBA;AM;107788,73847277
186;2,05;-50,79;AMAPA - AP;AMAPA;AP;39088,0876087137
187;2,49;-50,94;CALCOENE - AP;CALCOENE;AP;34930,2300510958
188;0,98;-50,8;CUTIAS - AP;CUTIAS;AP;12328,2387416728
189;0,85;-51,18;FERREIRA GOMES - AP;FERREIRA GOMES;AP;15759,982171407
190;0,71;-50,8;ITAUBAL - AP;ITAUBAL;AP;13100,7039519802
191;-1,12;-52;LARANJAL DO JARI - AP;LARANJAL DO JARI;AP;145579,757425759
192;0,03;-51,06;MACAPA - AP;MACAPA;AP;1538101,14472238
193;-0,11;-51,28;MAZAGAO - AP;MAZAGAO;AP;69031,2818135496
194;3,84;-51,83;OIAPOQUE - AP;OIAPOQUE;AP;60068,3825371865
195;0,77;-51,94;PEDRA BRANCA DO AMAPARI - AP;PEDRA BRANCA DO AMAPARI;AP;21025,7014259414
196;0,71;-51,41;PORTO GRANDE - AP;PORTO GRANDE;AP;48810,9589344663
197;1,74;-50,79;PRACUUBA - AP;PRACUUBA;AP;10392,8207856769
198;-0,05;-51,18;SANTANA - AP;SANTANA;AP;434367,996017912
199;0,89;-52;SERRA DO NAVIO - AP;SERRA DO NAVIO;AP;18004,3017871914
200;1,5;-50,91;TARTARUGALZINHO - AP;TARTARUGALZINHO;AP;28848,8091890251
201;-0,8;-52,45;VITORIA DO JARI - AP;VITORIA DO JARI;AP;40670,5971950708
202;-13,25;-41,66;ABAIRA - BA;ABAIRA;BA;86534,4589701243
203;-8,72;-39,11;ABARE - BA;ABARE;BA;81865,5527102813
204;-11,66;-38,01;ACAJUTIBA - BA;ACAJUTIBA;BA;83632,7717721069
205;-10,53;-38,1;ADUSTINA - BA;ADUSTINA;BA;81024,5810362888
206;-11,86;-38,76;AGUA FRIA - BA;AGUA FRIA;BA;90155,2486340285
207;-14,12;-39,88;AIQUARA - BA;AIQUARA;BA;41079,7292897233
208;-12,13;-38,41;ALAGOINHAS - BA;ALAGOINHAS;BA;740113,172137506
209;-17,51;-39,19;ALCOBACA - BA;ALCOBACA;BA;100351,080164096
210;-14,7;-39,63;ALMADINA - BA;ALMADINA;BA;57487,7215014545
211;-13,03;-39,6;AMARGOSA - BA;AMARGOSA;BA;212259,98036788
212;-12,39;-38,75;AMELIA RODRIGUES - BA;AMELIA RODRIGUES;BA;150633,406533285
213;-11,45;-41,43;AMERICA DOURADA - BA;AMERICA DOURADA;BA;96557,6075286005
214;-14,61;-41,13;ANAGE - BA;ANAGE;BA;293628,646138772
215;-12,8;-41,33;ANDARAI - BA;ANDARAI;BA;103777,865288868
216;-10,34;-39,83;ANDORINHA - BA;ANDORINHA;BA;118517,61116264
217;-12;-44,69;ANGICAL - BA;ANGICAL;BA;88739,8611372321
218;-12,15;-39,24;ANGUERA - BA;ANGUERA;BA;55615,905639708
219;-10,4;-38,33;ANTAS - BA;ANTAS;BA;69625,3137176571
220;-12,43;-39,12;ANTONIO CARDOSO - BA;ANTONIO CARDOSO;BA;68664,9717733143
221;-10,57;-40,27;ANTONIO GONCALVES - BA;ANTONIO GONCALVES;BA;95325,7384802464
222;-11,66;-38,08;APORA - BA;APORA;BA;104308,044747996
223;-13,85;-39,74;APUAREMA - BA;APUAREMA;BA;61723,4318813751
224;-12,22;-38,2;ARACAS - BA;ARACAS;BA;75207,0705936878
225;-14,42;-41,46;ARACATU - BA;ARACATU;BA;116752,361050953
226;-11,33;-38,96;ARACI - BA;ARACI;BA;334393,995456419
227;-12,08;-38,49;ARAMARI - BA;ARAMARI;BA;60924,813205527
228;-15,26;-39,41;ARATACA - BA;ARATACA;BA;79261,9220705069
229;-13,07;-39;ARATUIPE - BA;ARATUIPE;BA;54451,5475350447
230;-14,31;-39,32;AURELINO LEAL - BA;AURELINO LEAL;BA;100109,111390477
231;-12,3;-44,53;BAIANOPOLIS - BA;BAIANOPOLIS;BA;85868,0484835599
232;-11,96;-40,16;BAIXA GRANDE - BA;BAIXA GRANDE;BA;128044,817451918
233;-10,57;-38,61;BANZAE - BA;BANZAE;BA;67735,4568401426
234;-11,08;-43,14;BARRA - BA;BARRA;BA;251648,189083145
235;-13,62;-41,32;BARRA DA ESTIVA - BA;BARRA DA ESTIVA;BA;139852,197482165
236;-14,88;-40,57;BARRA DO CHOCA - BA;BARRA DO CHOCA;BA;270414,43648105
237;-11,81;-42,05;BARRA DO MENDES - BA;BARRA DO MENDES;BA;88784,8394710988
238;-14,21;-39,6;BARRA DO ROCHA - BA;BARRA DO ROCHA;BA;55092,3603469193
239;-12,15;-44,99;BARREIRAS - BA;BARREIRAS;BA;684899,369825299
240;-11,76;-41,91;BARRO ALTO - BA;BARRO ALTO;BA;79292,613417789
241;-14,81;-39,47;BARRO PRETO - BA;BARRO PRETO;BA;43077,390456702
242;-15,86;-38,88;BELMONTE - BA;BELMONTE;BA;123248,201162681
243;-15,03;-41,26;BELO CAMPO - BA;BELO CAMPO;BA;96658,6676020629
244;-11,61;-38,8;BIRITINGA - BA;BIRITINGA;BA;95581,3354401442
245;-14,36;-40,2;BOA NOVA - BA;BOA NOVA;BA;106301,29499887
246;-12,66;-40,6;BOA VISTA DO TUPIM - BA;BOA VISTA DO TUPIM;BA;112531,81244511
247;-13,25;-43,41;BOM JESUS DA LAPA - BA;BOM JESUS DA LAPA;BA;333839,796947284
248;-14,37;-40,5;BOM JESUS DA SERRA - BA;BOM JESUS DA SERRA;BA;75873,9630016493
249;-12,7;-41,82;BONINAL - BA;BONINAL;BA;85910,8652991823
250;-11,96;-41,26;BONITO - BA;BONITO;BA;97719,3634029416
251;-12,82;-42,73;BOQUIRA - BA;BOQUIRA;BA;127327,187360375
252;-13,38;-42,52;BOTUPORA - BA;BOTUPORA;BA;81785,5768335998
253;-13,1;-39,79;BREJOES - BA;BREJOES;BA;101712,965803978
254;-12,48;-43,96;BREJOLANDIA - BA;BREJOLANDIA;BA;66415,6496399624
255;-11,99;-42,62;BROTAS DE MACAUBAS - BA;BROTAS DE MACAUBAS;BA;98001,143058018
256;-14,2;-41,66;BRUMADO - BA;BRUMADO;BA;386672,681159993
257;-14,95;-39,3;BUERAREMA - BA;BUERAREMA;BA;122816,825872981
258;-10,7;-43,63;BURITIRAMA - BA;BURITIRAMA;BA;101926,275163464
259;-14,97;-40,4;CAATIBA - BA;CAATIBA;BA;97073,7745510682
260;-12,53;-39,19;CABACEIRAS DO PARAGUACU - BA;CABACEIRAS DO PARAGUACU;BA;93308,5014283923
261;-12,61;-38,95;CACHOEIRA - BA;CACHOEIRA;BA;184070,889138099
262;-14,5;-42,22;CACULE - BA;CACULE;BA;139511,420576463
263;-11,09;-40,43;CAEM - BA;CAEM;BA;119319,957620241
264;-14,33;-40,91;CAETANOS - BA;CAETANOS;BA;78263,9632047526
265;-14,06;-42,47;CAETITE - BA;CAETITE;BA;274261,583702544
266;-11,69;-41,46;CAFARNAUM - BA;CAFARNAUM;BA;90626,0118852612
267;-13,48;-39,04;CAIRU - BA;CAIRU;BA;57258,184546645
268;-11,02;-40,3;CALDEIRAO GRANDE - BA;CALDEIRAO GRANDE;BA;107178,972601171
269;-15,41;-39,49;CAMACAN - BA;CAMACAN;BA;217355,595622021
270;-12,69;-38,32;CAMACARI - BA;CAMACARI;BA;837461,200792539
271;-13,94;-39,1;CAMAMU - BA;CAMAMU;BA;209198,652293427
272;-9,51;-43,01;CAMPO ALEGRE DE LOURDES - BA;CAMPO ALEGRE DE LOURDES;BA;157985,546384878
273;-10,5;-40,32;CAMPO FORMOSO - BA;CAMPO FORMOSO;BA;388830,750193614
274;-13,07;-44,2;CANAPOLIS - BA;CANAPOLIS;BA;60381,4854182745
275;-11,68;-41,76;CANARANA - BA;CANARANA;BA;130052,136705904
276;-15,67;-38,94;CANAVIEIRAS - BA;CANAVIEIRAS;BA;233748,974791981
277;-11,8;-39,11;CANDEAL - BA;CANDEAL;BA;68524,9819676196
278;-12,66;-38,55;CANDEIAS - BA;CANDEIAS;BA;486171,06165645
279;-14,41;-42,86;CANDIBA - BA;CANDIBA;BA;87539,5259236382
280;-15,5;-41,23;CANDIDO SALES - BA;CANDIDO SALES;BA;156977,288442076
281;-10,67;-39,49;CANSANCAO - BA;CANSANCAO;BA;211719,900012999
282;-9,9;-39,13;CANUDOS - BA;CANUDOS;BA;116280,355980825
283;-11,66;-39,83;CAPELA DO ALTO ALEGRE - BA;CAPELA DO ALTO ALEGRE;BA;75474,7623643277
284;-11,38;-40,01;CAPIM GROSSO - BA;CAPIM GROSSO;BA;173324,080653388
285;-14,6;-41,33;CARAIBAS - BA;CARAIBAS;BA;101544,547158209
286;-17,73;-39,26;CARAVELAS - BA;CARAVELAS;BA;117473,90018292
287;-11,94;-37,94;CARDEAL DA SILVA - BA;CARDEAL DA SILVA;BA;45499,1661078307
288;-14,3;-43,76;CARINHANHA - BA;CARINHANHA;BA;177442,235902214
289;-9,16;-40,97;CASA NOVA - BA;CASA NOVA;BA;302450,932274341
290;-12,76;-39,42;CASTRO ALVES - BA;CASTRO ALVES;BA;170113,44492731
291;-12,31;-44,86;CATOLANDIA - BA;CATOLANDIA;BA;19954,7370762515
292;-12,35;-38,37;CATU - BA;CATU;BA;299211,560363613
293;-13,32;-42,29;CATURAMA - BA;CATURAMA;BA;64571,9126349286
294;-11,13;-42,11;CENTRAL - BA;CENTRAL;BA;91393,3665651766
295;-8,98;-39,09;CHORROCHO - BA;CHORROCHO;BA;61094,8845395645
296;-10,6;-38,38;CICERO DANTAS - BA;CICERO DANTAS;BA;178910,801399776
297;-11,1;-38,51;CIPO - BA;CIPO;BA;80394,6028524186
298;-14,64;-39,55;COARACI - BA;COARACI;BA;175503,111881459
299;-14,18;-44,53;COCOS - BA;COCOS;BA;109198,684220213
300;-12,5;-38,99;CONCEICAO DA FEIRA - BA;CONCEICAO DA FEIRA;BA;106593,862539624
301;-12,8;-39,16;CONCEICAO DO ALMEIDA - BA;CONCEICAO DO ALMEIDA;BA;128490,06194206
302;-11,56;-39,28;CONCEICAO DO COITE - BA;CONCEICAO DO COITE;BA;352590,053722775
303;-12,42;-38,72;CONCEICAO DO JACUIPE - BA;CONCEICAO DO JACUIPE;BA;151550,476929581
304;-11,81;-37,61;CONDE - BA;CONDE;BA;118393,150021651
305;-14,89;-41,96;CONDEUBA - BA;CONDEUBA;BA;113669,043062692
306;-13,76;-41,04;CONTENDAS DO SINCORA - BA;CONTENDAS DO SINCORA;BA;33407,3804222908
307;-12,23;-38,75;CORACAO DE MARIA - BA;CORACAO DE MARIA;BA;156402,103287246
308;-15,03;-41,93;CORDEIROS - BA;CORDEIROS;BA;72960,5888819779
309;-13,82;-44,45;CORIBE - BA;CORIBE;BA;109159,206809755
310;-10,28;-37,92;CORONEL JOAO SA - BA;CORONEL JOAO SA;BA;131538,176843677
311;-13,34;-44,63;CORRENTINA - BA;CORRENTINA;BA;182116,494786343
312;-12,02;-44,25;COTEGIPE - BA;COTEGIPE;BA;80845,7715017575
